bus_id,route,bus_type,depot,date,capacity,passengers,occupancy_rate,distance_km,fare_per_passenger,revenue,fuel_consumed_liters,month,day_of_week
AP0596,Hyderabad-Vijayawada,Ordinary,Hyderabad,2024-06-28,63,51,82.21,278.72,344.55,17572.12,50.43,June,Friday
AP0597,Guntur-Hyderabad,Express,Nellore,2024-03-14,55,48,88.87,253.2,453.74,21779.33,59.55,March,Thursday
AP0598,Hyderabad-Tirupati,Express,Visakhapatnam,2024-10-10,55,55,100.0,590.16,518.33,28508.28,127.48,October,Thursday
AP0599,Hyderabad-Vijayawada,Semi-Sleeper,Visakhapatnam,2024-08-02,59,48,82.4,270.08,208.03,9985.3,52.54,August,Friday
AP0600,Chittoor-Bangalore,Semi-Sleeper,Nellore,2024-06-14,55,35,64.77,210.42,339.03,11866.04,42.31,June,Friday
AP0601,Rajahmundry-Hyderabad,Sleeper,Kurnool,2024-11-13,36,25,71.04,318.14,603.49,15087.23,59.29,November,Wednesday
AP0602,Nellore-Chennai,Ordinary,Tirupati,2024-09-30,63,58,93.07,307.54,275.56,15982.59,71.13,September,Monday
AP0603,Kakinada-Vijayawada,Volvo AC,Guntur,2024-12-03,53,36,68.59,276.06,541.86,19506.83,50.62,December,Tuesday
AP0604,Anantapur-Bangalore,Volvo AC,Nellore,2024-06-22,49,13,26.6,545.33,751.93,9775.15,124.02,June,Saturday
AP0605,Chittoor-Bangalore,Ordinary,Vijayawada,2024-03-16,55,38,69.25,364.3,215.22,8178.28,70.33,March,Saturday
AP0606,Hyderabad-Vijayawada,Super Luxury,Visakhapatnam,2024-12-21,45,36,81.76,250.04,675.99,24335.66,46.83,December,Saturday
AP0607,Nellore-Chennai,Sleeper,Kurnool,2024-07-18,40,22,57.4,334.13,599.9,13197.77,83.4,July,Thursday
AP0608,Kadapa-Hyderabad,Volvo AC,Kurnool,2024-11-29,49,40,82.32,315.91,572.91,22916.27,73.43,November,Friday
AP0609,Kurnool-Hyderabad,Ordinary,Vijayawada,2024-10-12,63,44,70.47,341.26,243.89,10731.2,69.1,October,Saturday
AP0610,Hyderabad-Vijayawada,Volvo AC,Vijayawada,2024-10-30,53,41,78.36,259.46,1171.1,48015.13,59.2,October,Wednesday
AP0611,Vijayawada-Visakhapatnam,Express,Vijayawada,2024-07-01,59,40,69.25,397.39,496.03,19841.22,101.29,July,Monday
AP0612,Chittoor-Bangalore,Express,Tirupati,2024-12-21,55,24,45.21,285.93,227.55,5461.19,38.5,December,Saturday
AP0613,Guntur-Hyderabad,Express,Tirupati,2024-02-17,55,50,91.27,290.3,436.18,21808.93,112.18,February,Saturday
AP0614,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-03-09,63,51,81.42,569.67,293.01,14943.53,140.1,March,Saturday
AP0615,Kurnool-Hyderabad,Sleeper,Guntur,2024-04-15,36,17,47.48,400.75,727.95,12375.22,77.53,April,Monday
AP0616,Nellore-Chennai,Sleeper,Visakhapatnam,2024-08-25,40,16,42.08,354.93,504.41,8070.52,69.39,August,Sunday
AP0617,Hyderabad-Visakhapatnam,Ordinary,Vijayawada,2024-12-24,59,47,80.45,608.44,201.34,9463.07,108.71,December,Tuesday
AP0618,Vijayawada-Visakhapatnam,Express,Guntur,2024-12-19,55,44,80.24,357.7,503.31,22145.53,77.77,December,Thursday
AP0619,Guntur-Hyderabad,Sleeper,Visakhapatnam,2024-05-03,36,26,74.82,191.39,619.18,16098.68,48.21,May,Friday
AP0620,Vijayawada-Tirupati,Volvo AC,Vijayawada,2024-08-27,49,36,75.27,364.16,681.78,24543.96,142.16,August,Tuesday
AP0621,Guntur-Hyderabad,Express,Guntur,2024-10-20,59,46,79.43,143.49,364.84,16782.52,31.73,October,Sunday
AP0622,Guntur-Hyderabad,Sleeper,Tirupati,2024-08-29,40,27,68.34,352.93,852.93,23029.15,82.39,August,Thursday
AP0623,Guntur-Hyderabad,Super Luxury,Vijayawada,2024-10-15,49,45,93.85,213.31,422.43,19009.51,42.89,October,Tuesday
AP0624,Anantapur-Bangalore,Express,Tirupati,2024-08-21,59,28,47.8,308.34,328.49,9197.82,57.14,August,Wednesday
AP0625,Kakinada-Vijayawada,Ordinary,Visakhapatnam,2024-08-19,59,50,86.42,497.52,214.64,10731.97,128.59,August,Monday
AP0626,Hyderabad-Vijayawada,Sleeper,Vijayawada,2024-09-02,40,20,51.29,290.01,606.24,12124.89,60.94,September,Monday
AP0627,Hyderabad-Visakhapatnam,Semi-Sleeper,Kurnool,2024-05-18,55,38,70.23,614.35,195.71,7436.93,144.94,May,Saturday
AP0628,Hyderabad-Visakhapatnam,Express,Vijayawada,2024-08-16,55,49,90.24,627.24,428.05,20974.61,186.29,August,Friday
AP0629,Ongole-Hyderabad,Super Luxury,Vijayawada,2024-01-18,45,40,89.35,332.78,478.59,19143.72,87.32,January,Thursday
AP0630,Rajahmundry-Hyderabad,Sleeper,Vijayawada,2024-07-04,36,28,79.49,358.32,409.14,11455.93,109.12,July,Thursday
AP0631,Kakinada-Vijayawada,Volvo AC,Vijayawada,2024-05-30,53,14,27.34,308.54,1074.01,15036.12,58.71,May,Thursday
AP0632,Nellore-Chennai,Semi-Sleeper,Tirupati,2024-11-28,55,37,68.23,424.99,213.01,7881.44,89.98,November,Thursday
AP0633,Rajahmundry-Hyderabad,Sleeper,Kurnool,2024-12-20,44,28,65.51,253.46,521.49,14601.85,43.38,December,Friday
AP0634,Eluru-Hyderabad,Volvo AC,Guntur,2024-08-06,53,35,66.91,187.89,552.93,19352.46,44.32,August,Tuesday
AP0635,Kurnool-Hyderabad,Sleeper,Nellore,2024-11-04,44,35,80.87,517.87,675.35,23637.31,174.33,November,Monday
AP0636,Kakinada-Vijayawada,Ordinary,Tirupati,2024-08-31,55,30,55.51,357.98,354.89,10646.8,93.89,August,Saturday
AP0637,Guntur-Hyderabad,Volvo AC,Visakhapatnam,2024-03-11,53,51,96.31,543.47,580.28,29594.07,149.28,March,Monday
AP0638,Nellore-Chennai,Ordinary,Guntur,2024-01-10,55,41,76.22,206.78,301.95,12379.92,51.04,January,Wednesday
AP0639,Chittoor-Bangalore,Semi-Sleeper,Tirupati,2024-03-01,59,15,25.81,320.58,169.53,2542.98,57.4,March,Friday
AP0640,Vijayawada-Tirupati,Express,Visakhapatnam,2024-07-25,55,24,44.45,241.58,514.6,12350.47,39.01,July,Thursday
AP0641,Chittoor-Bangalore,Express,Tirupati,2024-09-07,55,22,40.59,304.52,324.15,7131.38,83.02,September,Saturday
AP0642,Anantapur-Bangalore,Super Luxury,Kurnool,2024-11-19,49,39,80.0,329.38,852.65,33253.44,78.8,November,Tuesday
AP0643,Kurnool-Hyderabad,Express,Hyderabad,2024-02-17,63,59,94.08,516.21,507.04,29915.15,113.65,February,Saturday
AP0644,Hyderabad-Tirupati,Super Luxury,Vijayawada,2024-01-27,49,45,92.24,583.45,584.0,26279.94,121.68,January,Saturday
AP0645,Vijayawada-Visakhapatnam,Semi-Sleeper,Tirupati,2024-11-06,55,31,56.91,273.42,379.52,11765.14,61.13,November,Wednesday
AP0646,Vijayawada-Tirupati,Volvo AC,Nellore,2024-06-04,53,36,68.4,285.02,737.25,26541.06,62.4,June,Tuesday
AP0647,Vijayawada-Tirupati,Sleeper,Nellore,2024-03-02,44,26,60.2,254.87,924.02,24024.4,63.45,March,Saturday
AP0648,Vijayawada-Visakhapatnam,Volvo AC,Tirupati,2024-02-24,57,51,90.16,464.16,769.44,39241.33,111.95,February,Saturday
AP0649,Kakinada-Vijayawada,Express,Hyderabad,2024-08-18,63,33,53.14,243.39,581.34,19184.25,53.5,August,Sunday
AP0650,Ongole-Hyderabad,Sleeper,Kurnool,2024-06-19,44,35,80.39,417.54,613.82,21483.82,95.03,June,Wednesday
AP0651,Eluru-Hyderabad,Super Luxury,Tirupati,2024-10-18,45,34,77.32,489.22,454.61,15456.68,102.75,October,Friday
AP0652,Kakinada-Vijayawada,Volvo AC,Vijayawada,2024-05-06,57,34,60.42,459.73,979.26,33294.73,141.57,May,Monday
AP0653,Nellore-Chennai,Semi-Sleeper,Nellore,2024-04-02,55,26,47.36,185.31,255.32,6638.36,37.18,April,Tuesday
AP0654,Hyderabad-Tirupati,Ordinary,Hyderabad,2024-02-24,63,50,80.05,562.35,348.63,17431.68,253.73,February,Saturday
AP0655,Vijayawada-Visakhapatnam,Volvo AC,Tirupati,2024-03-27,57,28,49.24,272.63,748.73,20964.49,47.58,March,Wednesday
AP0656,Rajahmundry-Hyderabad,Ordinary,Guntur,2024-03-02,55,45,83.38,353.09,253.64,11413.77,84.98,March,Saturday
AP0657,Vijayawada-Visakhapatnam,Super Luxury,Hyderabad,2024-02-05,49,26,53.46,548.83,662.79,17232.45,86.78,February,Monday
AP0658,Nellore-Chennai,Sleeper,Tirupati,2024-11-20,36,21,59.19,298.24,1152.08,24193.62,69.99,November,Wednesday
AP0659,Hyderabad-Visakhapatnam,Express,Hyderabad,2024-07-27,59,47,80.79,597.78,315.72,14838.86,121.91,July,Saturday
AP0660,Hyderabad-Vijayawada,Volvo AC,Hyderabad,2024-12-30,49,47,97.65,296.63,783.04,36802.7,65.14,December,Monday
AP0661,Chittoor-Bangalore,Volvo AC,Hyderabad,2024-05-25,53,24,45.31,366.43,917.84,22028.05,58.56,May,Saturday
AP0662,Ongole-Hyderabad,Super Luxury,Tirupati,2024-02-07,49,38,77.98,371.63,758.55,28824.99,74.92,February,Wednesday
AP0663,Anantapur-Bangalore,Ordinary,Visakhapatnam,2024-07-22,63,42,67.54,425.95,198.09,8319.86,99.83,July,Monday
AP0664,Hyderabad-Visakhapatnam,Super Luxury,Kurnool,2024-07-03,45,40,88.94,578.53,431.81,17272.54,164.21,July,Wednesday
AP0665,Eluru-Hyderabad,Volvo AC,Vijayawada,2024-03-14,53,35,66.2,358.51,598.68,20953.87,62.07,March,Thursday
AP0666,Eluru-Hyderabad,Semi-Sleeper,Tirupati,2024-07-16,63,56,89.6,376.22,342.75,19194.03,93.77,July,Tuesday
AP0667,Hyderabad-Visakhapatnam,Semi-Sleeper,Guntur,2024-08-01,63,53,85.25,580.32,184.06,9755.04,133.92,August,Thursday
AP0668,Guntur-Hyderabad,Express,Visakhapatnam,2024-01-17,59,30,52.09,311.78,520.66,15619.82,78.82,January,Wednesday
AP0669,Vijayawada-Visakhapatnam,Semi-Sleeper,Visakhapatnam,2024-01-04,63,28,45.63,235.79,381.98,10695.52,52.13,January,Thursday
AP0670,Nellore-Chennai,Super Luxury,Visakhapatnam,2024-10-22,49,36,74.64,216.63,505.5,18197.87,56.26,October,Tuesday
AP0671,Kadapa-Hyderabad,Volvo AC,Kurnool,2024-12-02,49,44,90.09,294.31,718.14,31598.09,74.1,December,Monday
AP0672,Rajahmundry-Hyderabad,Express,Hyderabad,2024-04-16,63,53,85.63,333.5,330.05,17492.73,62.15,April,Tuesday
AP0673,Kurnool-Hyderabad,Super Luxury,Visakhapatnam,2024-12-01,49,49,100.0,397.3,771.05,37781.3,99.74,December,Sunday
AP0674,Kadapa-Hyderabad,Super Luxury,Visakhapatnam,2024-12-27,49,24,49.37,367.02,619.58,14869.86,69.72,December,Friday
AP0675,Vijayawada-Visakhapatnam,Express,Visakhapatnam,2024-08-13,55,32,58.34,384.52,203.41,6509.03,100.65,August,Tuesday
AP0676,Hyderabad-Visakhapatnam,Ordinary,Tirupati,2024-08-01,63,54,85.74,580.11,282.34,15246.2,110.91,August,Thursday
AP0677,Vijayawada-Visakhapatnam,Ordinary,Nellore,2024-04-23,55,37,68.91,271.98,332.81,12313.98,52.25,April,Tuesday
AP0678,Eluru-Hyderabad,Sleeper,Nellore,2024-10-26,40,36,91.74,302.97,699.55,25183.93,94.67,October,Saturday
AP0679,Hyderabad-Visakhapatnam,Ordinary,Kurnool,2024-11-10,59,59,100.0,562.57,221.64,13076.49,91.72,November,Sunday
AP0680,Vijayawada-Tirupati,Volvo AC,Guntur,2024-02-07,49,23,48.35,309.38,876.08,20149.8,77.22,February,Wednesday
AP0681,Vijayawada-Tirupati,Volvo AC,Vijayawada,2024-06-30,57,39,69.6,421.57,790.58,30832.54,91.73,June,Sunday
AP0682,Kadapa-Hyderabad,Express,Visakhapatnam,2024-01-21,55,21,38.81,458.01,262.64,5515.53,87.17,January,Sunday
AP0683,Kurnool-Hyderabad,Semi-Sleeper,Kurnool,2024-04-12,63,50,80.38,385.23,310.19,15509.3,101.31,April,Friday
AP0684,Hyderabad-Vijayawada,Ordinary,Visakhapatnam,2024-09-21,63,46,73.93,293.05,206.68,9507.25,61.38,September,Saturday
AP0685,Hyderabad-Visakhapatnam,Express,Tirupati,2024-08-05,55,28,52.05,602.98,330.57,9255.91,221.25,August,Monday
AP0686,Kadapa-Hyderabad,Sleeper,Guntur,2024-05-02,40,36,91.54,273.86,508.0,18288.07,65.2,May,Thursday
AP0687,Hyderabad-Vijayawada,Sleeper,Visakhapatnam,2024-03-30,36,14,41.54,280.85,379.39,5311.48,56.32,March,Saturday
AP0688,Kakinada-Vijayawada,Semi-Sleeper,Visakhapatnam,2024-09-05,63,12,20.0,328.75,191.23,2294.81,60.4,September,Thursday
AP0689,Kadapa-Hyderabad,Ordinary,Nellore,2024-02-06,59,51,87.07,300.5,338.67,17272.09,73.26,February,Tuesday
AP0690,Guntur-Hyderabad,Ordinary,Guntur,2024-03-31,55,43,79.33,171.95,351.41,15110.72,36.03,March,Sunday
AP0691,Nellore-Chennai,Sleeper,Vijayawada,2024-02-11,44,22,51.93,417.24,406.37,8940.15,87.73,February,Sunday
AP0692,Vijayawada-Visakhapatnam,Ordinary,Visakhapatnam,2024-06-30,55,45,81.89,235.36,162.29,7302.96,48.3,June,Sunday
AP0693,Kadapa-Hyderabad,Super Luxury,Kurnool,2024-01-02,49,45,93.65,370.69,880.08,39603.76,91.37,January,Tuesday
AP0694,Chittoor-Bangalore,Semi-Sleeper,Guntur,2024-04-26,55,32,59.92,345.21,301.76,9656.35,81.62,April,Friday
AP0695,Vijayawada-Visakhapatnam,Sleeper,Kurnool,2024-10-27,44,20,47.33,296.61,813.58,16271.51,74.58,October,Sunday
AP0696,Kakinada-Vijayawada,Sleeper,Hyderabad,2024-09-05,44,19,44.7,291.07,819.69,15574.06,70.42,September,Thursday
AP0697,Hyderabad-Visakhapatnam,Super Luxury,Hyderabad,2024-07-22,53,48,91.15,606.83,479.22,23002.76,110.29,July,Monday
AP0698,Kurnool-Hyderabad,Ordinary,Vijayawada,2024-11-28,59,33,56.01,251.56,289.1,9540.41,50.64,November,Thursday
AP0699,Hyderabad-Vijayawada,Volvo AC,Visakhapatnam,2024-03-23,49,34,70.85,283.01,685.33,23301.29,42.53,March,Saturday
AP0700,Hyderabad-Vijayawada,Sleeper,Visakhapatnam,2024-01-22,36,22,61.53,295.2,762.7,16779.43,84.56,January,Monday
AP0701,Hyderabad-Visakhapatnam,Sleeper,Tirupati,2024-08-30,44,42,97.01,618.46,886.1,37216.21,271.18,August,Friday
AP0702,Rajahmundry-Hyderabad,Semi-Sleeper,Hyderabad,2024-12-24,59,36,61.82,544.46,290.07,10442.39,128.91,December,Tuesday
AP0703,Kakinada-Vijayawada,Super Luxury,Tirupati,2024-05-19,53,24,45.31,328.11,464.61,11150.63,64.17,May,Sunday
AP0704,Kadapa-Hyderabad,Semi-Sleeper,Nellore,2024-05-16,59,37,63.35,363.22,260.82,9650.33,82.4,May,Thursday
AP0705,Hyderabad-Vijayawada,Ordinary,Tirupati,2024-06-18,55,39,71.43,254.97,239.8,9352.32,70.28,June,Tuesday
AP0706,Kadapa-Hyderabad,Sleeper,Tirupati,2024-04-23,44,35,80.4,419.92,518.99,18164.71,119.07,April,Tuesday
AP0707,Ongole-Hyderabad,Express,Kurnool,2024-02-21,55,36,66.44,523.09,479.19,17250.69,136.5,February,Wednesday
AP0708,Vijayawada-Tirupati,Volvo AC,Vijayawada,2024-10-15,57,37,66.39,299.29,721.11,26680.9,68.71,October,Tuesday
AP0709,Ongole-Hyderabad,Super Luxury,Kurnool,2024-03-02,49,31,65.01,275.06,698.18,21643.6,63.63,March,Saturday
AP0710,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-09-02,63,44,70.52,535.84,155.05,6822.18,103.74,September,Monday
AP0711,Rajahmundry-Hyderabad,Volvo AC,Nellore,2024-04-15,53,40,77.05,333.19,945.11,37804.23,112.85,April,Monday
AP0712,Chittoor-Bangalore,Express,Visakhapatnam,2024-02-24,59,26,45.7,330.3,529.87,13776.7,82.34,February,Saturday
AP0713,Hyderabad-Tirupati,Sleeper,Visakhapatnam,2024-10-31,36,26,73.37,521.62,942.17,24496.38,162.25,October,Thursday
AP0714,Kakinada-Vijayawada,Volvo AC,Hyderabad,2024-04-13,53,40,76.73,240.79,604.53,24181.3,56.04,April,Saturday
AP0715,Vijayawada-Visakhapatnam,Semi-Sleeper,Tirupati,2024-01-30,59,41,69.79,247.24,222.39,9117.86,60.14,January,Tuesday
AP0716,Nellore-Chennai,Express,Hyderabad,2024-08-02,63,53,84.86,293.63,493.97,26180.27,60.77,August,Friday
AP0717,Anantapur-Bangalore,Express,Visakhapatnam,2024-10-15,59,11,20.0,433.28,514.6,5660.63,83.69,October,Tuesday
AP0718,Hyderabad-Tirupati,Sleeper,Visakhapatnam,2024-06-25,36,24,68.7,531.49,492.08,11810.02,120.31,June,Tuesday
AP0719,Kakinada-Vijayawada,Sleeper,Kurnool,2024-05-23,40,24,61.21,402.32,582.41,13977.76,114.17,May,Thursday
AP0720,Kadapa-Hyderabad,Ordinary,Vijayawada,2024-03-12,59,42,72.47,524.86,164.82,6922.42,125.34,March,Tuesday
AP0721,Chittoor-Bangalore,Express,Hyderabad,2024-01-26,59,32,55.41,335.98,238.33,7626.52,60.97,January,Friday
AP0722,Kurnool-Hyderabad,Volvo AC,Visakhapatnam,2024-07-01,57,45,79.03,217.98,956.24,43030.68,49.96,July,Monday
AP0723,Anantapur-Bangalore,Ordinary,Nellore,2024-08-17,59,34,57.9,285.83,343.43,11676.77,49.01,August,Saturday
AP0724,Hyderabad-Tirupati,Express,Visakhapatnam,2024-11-24,55,49,89.36,536.18,276.52,13549.26,91.57,November,Sunday
AP0725,Vijayawada-Visakhapatnam,Volvo AC,Guntur,2024-10-23,57,33,59.6,262.41,893.65,29490.41,60.37,October,Wednesday
AP0726,Hyderabad-Visakhapatnam,Sleeper,Guntur,2024-06-22,40,27,68.1,627.95,451.45,12189.17,116.2,June,Saturday
AP0727,Kadapa-Hyderabad,Super Luxury,Kurnool,2024-09-14,45,38,84.71,341.73,569.43,21638.21,72.79,September,Saturday
AP0728,Nellore-Chennai,Express,Kurnool,2024-10-07,55,44,81.28,393.35,372.65,16396.63,96.1,October,Monday
AP0729,Hyderabad-Vijayawada,Sleeper,Visakhapatnam,2024-10-09,40,31,78.95,284.99,841.98,26101.42,57.43,October,Wednesday
AP0730,Kakinada-Vijayawada,Super Luxury,Kurnool,2024-08-31,45,27,60.48,470.99,517.28,13966.6,87.52,August,Saturday
AP0731,Hyderabad-Tirupati,Volvo AC,Nellore,2024-06-09,53,44,83.89,500.57,678.33,29846.51,93.26,June,Sunday
AP0732,Kurnool-Hyderabad,Semi-Sleeper,Kurnool,2024-02-27,63,44,70.9,362.22,253.01,11132.44,89.29,February,Tuesday
AP0733,Vijayawada-Tirupati,Volvo AC,Guntur,2024-04-30,49,34,70.68,371.06,856.63,29125.56,90.3,April,Tuesday
AP0734,Kakinada-Vijayawada,Semi-Sleeper,Hyderabad,2024-02-17,63,25,40.76,314.15,282.54,7063.45,64.65,February,Saturday
AP0735,Rajahmundry-Hyderabad,Ordinary,Visakhapatnam,2024-06-23,59,50,85.29,213.5,350.75,17537.39,42.18,June,Sunday
AP0736,Guntur-Hyderabad,Super Luxury,Tirupati,2024-07-30,49,39,81.22,356.33,600.24,23409.47,66.13,July,Tuesday
AP0737,Chittoor-Bangalore,Express,Tirupati,2024-06-20,63,34,54.87,337.23,510.39,17353.37,73.89,June,Thursday
AP0738,Rajahmundry-Hyderabad,Express,Nellore,2024-11-14,63,39,62.82,378.98,425.07,16577.7,76.18,November,Thursday
AP0739,Vijayawada-Tirupati,Semi-Sleeper,Hyderabad,2024-02-29,59,42,72.36,376.12,306.76,12884.04,70.72,February,Thursday
AP0740,Kurnool-Hyderabad,Super Luxury,Vijayawada,2024-10-03,49,42,86.95,273.06,754.41,31685.3,59.12,October,Thursday
AP0741,Hyderabad-Vijayawada,Ordinary,Visakhapatnam,2024-03-17,59,49,84.53,274.64,254.03,12447.46,50.28,March,Sunday
AP0742,Hyderabad-Visakhapatnam,Semi-Sleeper,Kurnool,2024-01-17,55,35,65.12,607.97,256.42,8974.86,215.14,January,Wednesday
AP0743,Hyderabad-Tirupati,Super Luxury,Kurnool,2024-12-06,45,43,96.82,543.36,589.97,25368.55,129.99,December,Friday
AP0744,Anantapur-Bangalore,Super Luxury,Vijayawada,2024-01-16,45,15,34.88,344.81,569.89,8548.35,78.53,January,Tuesday
AP0745,Nellore-Chennai,Semi-Sleeper,Tirupati,2024-10-23,63,22,35.79,210.46,332.83,7322.19,53.5,October,Wednesday
AP0746,Guntur-Hyderabad,Super Luxury,Tirupati,2024-04-12,45,34,77.73,344.31,550.01,18700.2,81.38,April,Friday
AP0747,Hyderabad-Vijayawada,Ordinary,Guntur,2024-06-30,63,39,62.94,294.87,302.76,11807.49,67.39,June,Sunday
AP0748,Kurnool-Hyderabad,Semi-Sleeper,Nellore,2024-08-19,63,58,92.36,252.18,174.82,10139.78,66.97,August,Monday
AP0749,Vijayawada-Visakhapatnam,Express,Guntur,2024-02-06,63,44,71.16,358.45,557.34,24523.01,69.76,February,Tuesday
AP0750,Kakinada-Vijayawada,Ordinary,Tirupati,2024-02-22,59,34,58.91,312.16,206.66,7026.34,67.62,February,Thursday
AP0751,Chittoor-Bangalore,Super Luxury,Visakhapatnam,2024-04-10,53,47,89.8,371.7,607.58,28556.28,99.33,April,Wednesday
AP0752,Vijayawada-Tirupati,Sleeper,Vijayawada,2024-06-14,44,17,40.24,489.7,591.22,10050.79,92.83,June,Friday
AP0753,Kurnool-Hyderabad,Super Luxury,Vijayawada,2024-02-19,49,49,100.0,293.82,291.83,14299.86,60.17,February,Monday
AP0754,Ongole-Hyderabad,Semi-Sleeper,Vijayawada,2024-03-18,63,48,77.23,252.73,292.48,14039.14,51.46,March,Monday
AP0755,Nellore-Chennai,Volvo AC,Visakhapatnam,2024-11-01,53,36,68.31,431.65,664.56,23924.23,96.14,November,Friday
AP0756,Kurnool-Hyderabad,Sleeper,Guntur,2024-05-28,36,17,49.73,381.14,686.34,11667.83,112.29,May,Tuesday
AP0757,Kakinada-Vijayawada,Express,Hyderabad,2024-08-01,55,29,53.61,354.46,223.79,6489.84,64.38,August,Thursday
AP0758,Ongole-Hyderabad,Super Luxury,Tirupati,2024-05-14,49,33,67.6,356.24,532.03,17557.12,60.01,May,Tuesday
AP0759,Ongole-Hyderabad,Volvo AC,Kurnool,2024-10-06,53,47,89.52,310.73,663.72,31195.03,72.05,October,Sunday
AP0760,Guntur-Hyderabad,Express,Nellore,2024-08-07,59,52,89.57,267.79,405.35,21078.41,75.98,August,Wednesday
AP0761,Nellore-Chennai,Express,Kurnool,2024-03-03,63,25,40.67,365.15,374.58,9364.61,117.53,March,Sunday
AP0762,Eluru-Hyderabad,Express,Hyderabad,2024-02-22,63,58,93.42,268.81,339.42,19686.22,62.8,February,Thursday
AP0763,Hyderabad-Visakhapatnam,Semi-Sleeper,Tirupati,2024-11-18,55,36,66.11,626.54,233.99,8423.77,135.43,November,Monday
AP0764,Chittoor-Bangalore,Express,Vijayawada,2024-07-07,63,50,80.03,166.14,442.1,22104.82,48.63,July,Sunday
AP0765,Kurnool-Hyderabad,Semi-Sleeper,Vijayawada,2024-08-21,63,50,79.58,236.19,383.1,19154.93,49.29,August,Wednesday
AP0766,Rajahmundry-Hyderabad,Volvo AC,Kurnool,2024-03-14,57,35,62.14,252.36,785.0,27475.07,71.39,March,Thursday
AP0767,Eluru-Hyderabad,Volvo AC,Visakhapatnam,2024-11-05,53,47,90.39,350.31,785.52,36919.46,63.88,November,Tuesday
AP0768,Guntur-Hyderabad,Super Luxury,Visakhapatnam,2024-12-14,49,26,54.0,469.78,747.4,19432.46,85.48,December,Saturday
AP0769,Hyderabad-Vijayawada,Express,Vijayawada,2024-06-03,59,58,98.95,282.33,539.85,31311.48,68.28,June,Monday
AP0770,Hyderabad-Vijayawada,Super Luxury,Tirupati,2024-10-24,45,24,54.16,276.27,649.03,15576.68,73.8,October,Thursday
AP0771,Hyderabad-Visakhapatnam,Ordinary,Nellore,2024-05-31,55,40,73.08,630.2,291.84,11673.73,178.45,May,Friday
AP0772,Hyderabad-Visakhapatnam,Semi-Sleeper,Kurnool,2024-05-15,63,60,96.79,588.74,226.44,13586.61,121.85,May,Wednesday
AP0773,Guntur-Hyderabad,Sleeper,Visakhapatnam,2024-08-08,36,28,79.73,554.3,895.68,25079.0,117.13,August,Thursday
AP0774,Rajahmundry-Hyderabad,Ordinary,Tirupati,2024-09-04,59,32,54.79,327.9,271.85,8699.26,71.98,September,Wednesday
AP0775,Hyderabad-Tirupati,Ordinary,Guntur,2024-08-20,59,50,85.25,598.05,100.0,5000.0,150.48,August,Tuesday
AP0776,Hyderabad-Tirupati,Super Luxury,Tirupati,2024-02-08,45,37,82.53,557.82,546.76,20230.05,94.13,February,Thursday
AP0777,Vijayawada-Tirupati,Express,Kurnool,2024-10-17,59,41,70.43,170.44,329.31,13501.69,40.24,October,Thursday
AP0778,Kadapa-Hyderabad,Volvo AC,Nellore,2024-04-12,57,47,82.71,509.83,1031.95,48501.79,100.23,April,Friday
AP0779,Chittoor-Bangalore,Super Luxury,Nellore,2024-11-28,49,44,89.82,139.53,556.86,24501.81,22.75,November,Thursday
AP0780,Kurnool-Hyderabad,Volvo AC,Hyderabad,2024-05-22,49,35,71.85,213.66,481.21,16842.25,42.05,May,Wednesday
AP0781,Eluru-Hyderabad,Ordinary,Tirupati,2024-08-27,63,54,86.08,423.1,266.41,14385.9,85.81,August,Tuesday
AP0782,Kakinada-Vijayawada,Super Luxury,Kurnool,2024-11-22,45,45,100.0,429.23,707.36,31831.21,90.64,November,Friday
AP0783,Guntur-Hyderabad,Super Luxury,Kurnool,2024-02-21,49,43,89.44,538.54,468.93,20164.02,143.32,February,Wednesday
AP0784,Anantapur-Bangalore,Ordinary,Kurnool,2024-12-27,59,22,37.74,142.55,235.87,5189.15,31.8,December,Friday
AP0785,Kadapa-Hyderabad,Ordinary,Visakhapatnam,2024-06-14,55,52,95.13,379.78,280.09,14564.9,61.43,June,Friday
AP0786,Guntur-Hyderabad,Sleeper,Guntur,2024-06-24,36,24,69.16,312.21,869.2,20860.72,80.03,June,Monday
AP0787,Chittoor-Bangalore,Ordinary,Nellore,2024-09-05,59,54,92.15,443.34,252.51,13635.63,143.42,September,Thursday
AP0788,Ongole-Hyderabad,Sleeper,Vijayawada,2024-07-02,40,26,67.25,508.83,934.55,24298.34,101.34,July,Tuesday
AP0789,Rajahmundry-Hyderabad,Volvo AC,Guntur,2024-08-08,49,47,97.17,397.78,866.89,40743.72,90.45,August,Thursday
AP0790,Guntur-Hyderabad,Semi-Sleeper,Kurnool,2024-02-03,59,40,68.64,179.03,256.91,10276.58,44.16,February,Saturday
AP0791,Hyderabad-Visakhapatnam,Express,Hyderabad,2024-07-30,63,42,67.18,612.53,399.91,16796.11,142.45,July,Tuesday
AP0792,Hyderabad-Visakhapatnam,Ordinary,Tirupati,2024-02-14,63,50,80.27,626.13,306.37,15318.62,155.77,February,Wednesday
AP0793,Chittoor-Bangalore,Super Luxury,Visakhapatnam,2024-07-08,53,39,74.39,374.83,466.36,18188.1,82.16,July,Monday
